47,DELTANS,DELTANS,DELTANS,DELTA,Peaceful,Compassion,Honorable,Idealistic,deltans,DELTANS,TRUE,FALSE,,,,,,,,
48,DENOBULANS,DENOBULANS,DENOBULANS,DENOBULA,Peaceful,Compassion,Honorable,Egalitarian,denobulans,DENOBULANS,TRUE,FALSE,,,,,,,,
49,DEVORE,DEVORE,DEVORE,DEVORE,Aggressive,Xenophobia,Regulated,Materialistic,devore,DEVORE,TRUE,FALSE,,,,,,,,
50,DOPTERIANS,DOPTERIANS,DOPTERIANS,DOPTERIA,Neutral,Intolerant,Ruthless,Greedy,dopterians,DOPTERIANS,FALSE,FALSE,,,,,,,,
51,DOSI,DOSI,DOSI,DOSI,Peaceful,Indifferent,Ruthless,Greedy,dosi,DOSI,FALSE,FALSE,,,,,,,,
52,DRAI,DRAI,DRAI,DRAI,Peaceful,Sympathetic,Ethical,Egalitarian,drai,DRAI,TRUE,FALSE,,,,,,,,
53,DREMANS,DREMANS,DREMANS,DREMA,Peaceful,Sympathetic,Ethical,Egalitarian,dremans,DREMANS,FALSE,FALSE,,,,,,,,
54,EDO,EDO,EDO,EDO,Peaceful,Intolerant,Ethical,Egalitarian,edo,EDO,FALSE,FALSE,,,,,,,,
55,ELAURIANS,ELAURIANS,ELAURIANS,ELAURIA,Neutral,Indifferent,Regulated,Transactional,elaurians,ELAURIANS,TRUE,FALSE,,,,,,,,
56,ELAYSIANS,ELAYSIANS,ELAYSIANS,ELAYSIA,Peaceful,Sympathetic,Ethical,Egalitarian,elaysians,ELAYSIANS,FALSE,FALSE,,,,,,,,
57,ENTHARANS,ENTHARANS,ENTHARANS,ENTHARA,Peaceful,Xenophobia,Callous,Greedy,entharans,ENTHARANS,TRUE,FALSE,,,,,,,,
58,EVORA,EVORA,EVORA,EVORA,Peaceful,Compassion,Ethical,Egalitarian,evora,EVORA,TRUE,FALSE,,,,,,,,
59,EXCALBIANS,EXCALBIANS,EXCALBIANS,EXCALBIA,Neutral,Sympathetic,Honorable,Idealistic,excalbians,EXCALBIANS,FALSE,FALSE,,,,,,,,
60,FERENGI,FERENGI,FERENGI,FERENGI,Neutral,Intolerant,Ruthless,Greedy,ferengi,FERENGI,TRUE,FALSE,,,,,,,,
61,FLAXIANS,FLAXIANS,FLAXIANS,FLAXIA,Aggressive,Intolerant,Ruthless,Materialistic,flaxians,FLAXIANS,TRUE,FALSE,,,,,,,,
62,GORN,GORN,GORN,GORN,Warlike,Xenophobia,Ruthless,Greedy,gorn,GORN,TRUE,FALSE,,,,,,,,
63,GRAZERITES,GRAZERITES,GRAZERITES,GRAZERITES,Pacifist,Sympathetic,Ethical,Egalitarian,grazerites,GRAZERITES,TRUE,FALSE,,,,,,,,
64,HAAKONIANS,HAAKONIANS,HAAKONIANS,HAAKONIA,Warlike,Intolerant,Ruthless,Materialistic,haakonians,HAAKONIANS,TRUE,FALSE,,,,,,,,
65,HALKANS,HALKANS,HALKANS,HALKA,Pacifist,Compassion,Honorable,Idealistic,halkans,HALKANS,FALSE,FALSE,,,,,,,,
66,HAZARI,HAZARI,HAZARI,HAZARI,Warlike,Intolerant,Ruthless,Greedy,hazari,HAZARI,TRUE,FALSE,,,,,,,,
67,HEKARANS,HEKARANS,HEKARANS,HEKARA,Peaceful,Sympathetic,Ethical,Egalitarian,hekarans,HEKARANS,TRUE,FALSE,,,,,,,,
68,HIROGEN,HIROGEN,HIROGEN,HIROGEN,Warlike,Xenophobia,Ruthless,Materialistic,hirogen,HIROGEN,TRUE,FALSE,,,,,,,,
69,HORTA,HORTA,HORTA,HORTA,Aggressive,Indifferent,Regulated,Transactional,horta,HORTA,FALSE,FALSE,,,,,,,,
70,IYAARANS,IYAARANS,IYAARANS,IYAARA,Peaceful,Compassion,Ethical,Egalitarian,iyaarans,IYAARANS,TRUE,FALSE,,,,,,,,
71,JNAII,JNAII,JNAII,JNAII,Peaceful,Intolerant,Callous,Materialistic,jnaii,JNAII,TRUE,FALSE,,,,,,,,
72,KAELON,KAELON,KAELON,KAELON,Neutral,Xenophobia,Regulated,Materialistic,kaelon,KAELON,TRUE,FALSE,,,,,,,,
73,KAREMMA,KAREMMA,KAREMMA,KAREMMA,Neutral,Intolerant,Ruthless,Greedy,karemma,KAREMMA,TRUE,FALSE,,,,,,,,
74,KAZON,KAZON,KAZON,KAZON,Warlike,Intolerant,Ruthless,Greedy,kazon,KAZON,TRUE,FALSE,,,,,,,,
75,KELLERUN,KELLERUN,KELLERUN,KELLERUN,Neutral,Indifferent,Regulated,Transactional,kellerun,KELLERUN,TRUE,FALSE,,,,,,,,
76,KESPRYTT,KESPRYTT,KESPRYTT,KESPRYTT,Neutral,Xenophobia,Callous,Materialistic,kesprytt,KESPRYTT,FALSE,FALSE,,,,,,,,
77,KLAESTRON,KLAESTRON,KLAESTRON,KLAESTRON,Aggressive,Intolerant,Ruthless,Transactional,klaestron,KLAESTRON,TRUE,FALSE,,,,,,,,
78,KRADIN,KRADIN,KRADIN,KRADIN,Warlike,Indifferent,Ruthless,Transactional,kradin,KRADIN,TRUE,FALSE,,,,,,,,
79,KREETASSANS,KREETASSANS,KREETASSANS,KREETASSA,Neutral,Xenophobia,Ethical,Transactional,kreetassans,KREETASSANS,TRUE,FALSE,,,,,,,,
80,KRIOSIANS,KRIOSIANS,KRIOSIANS,KRIOSIA,Aggressive,Intolerant,Callous,Materialistic,kriosians,KRIOSIANS,TRUE,FALSE,,,,,,,,
81,KTARIANS,KTARIANS,KTARIANS,KTARIA,Aggressive,Intolerant,Ruthless,Greedy,ktarians,KTARIANS,FALSE,FALSE,,,,,,,,
82,LEDOSIANS,LEDOSIANS,LEDOSIANS,LEDOSIA,Neutral,Xenophobia,Callous,Materialistic,ledosians,LEDOSIANS,TRUE,FALSE,,,,,,,,
83,LISSEPIANS,LISSEPIANS,LISSEPIANS,LISSEPIA,Neutral,Intolerant,Ruthless,Greedy,lissepians,LISSEPIANS,TRUE,FALSE,,,,,,,,
84,LOKIRRIM,LOKIRRIM,LOKIRRIM,LOKIRRIM,Neutral,Xenophobia,Regulated,Transactional,lokirrim,LOKIRRIM,TRUE,FALSE,,,,,,,,
85,LURIANS,LURIANS,LURIANS,LURIA,Pacifist,Sympathetic,Ethical,Egalitarian,lurians,LURIANS,TRUE,FALSE,,,,,,,,
86,MALCORIANS,MALCORIANS,MALCORIANS,MALCORIA,Peaceful,Xenophobia,Regulated,Egalitarian,malcorians,MALCORIANS,TRUE,FALSE,,,,,,,,
87,MALON,MALON,MALON,MALON,Aggressive,Intolerant,Ruthless,Greedy,malon,MALON,TRUE,FALSE,,,,,,,,
88,MAQUIS,MAQUIS,MAQUIS,MAQUIS,Aggressive,Xenophobia,Ruthless,Materialistic,maquis,MAQUIS,TRUE,FALSE,,,,,,,,
89,MARKALIANS,MARKALIANS,MARKALIANS,MARKALIA,Aggressive,Intolerant,Ruthless,Greedy,markalians,MARKALIANS,TRUE,FALSE,,,,,,,,
90,MERIDIANS,MERIDIANS,MERIDIANS,MERIDIA,Neutral,Sympathetic,Ethical,Egalitarian,meridians,MERIDIANS,FALSE,FALSE,,,,,,,,
91,MINTAKANS,MINTAKANS,MINTAKANS,MINTAKA,Peaceful,Sympathetic,Ethical,Egalitarian,mintakans,MINTAKANS,FALSE,FALSE,,,,,,,,
92,MIRADORN,MIRADORN,MIRADORN,MIRADORN,Aggressive,Intolerant,Ruthless,Greedy,miradorn,MIRADORN,FALSE,FALSE,,,,,,,,
93,MIZARIANS,MIZARIANS,MIZARIANS,MIZARIA,Pacifist,Sympathetic,Ethical,Transactional,mizarians,MIZARIANS,TRUE,FALSE,,,,,,,,
94,MOKRA,MOKRA,MOKRA,MOKRA,Warlike,Xenophobia,Ruthless,Materialistic,mokra,MOKRA,FALSE,FALSE,,,,,,,,
95,MONEANS,MONEANS,MONEANS,MONEA,Neutral,Intolerant,Ethical,Materialistic,moneans,MONEANS,TRUE,FALSE,,,,,,,,
96,NAUSICAANS,NAUSICAANS,NAUSICAANS,NAUSICAA,Warlike,Intolerant,Ruthless,Materialistic,nausicaans,NAUSICAANS,TRUE,FALSE,,,,,,,,
97,NECHANI,NECHANI,NECHANI,NECHANI,Peaceful,Intolerant,Ethical,Transactional,nechani,NECHANI,FALSE,FALSE,,,,,,,,
98,NEZU,NEZU,NEZU,NEZU,Neutral,Indifferent,Ethical,Materialistic,nezu,NEZU,TRUE,FALSE,,,,,,,,
99,NORCADIANS,NORCADIANS,NORCADIANS,NORCADIA,Aggressive,Indifferent,Ruthless,Materialistic,norcadians,NORCADIANS,TRUE,FALSE,,,,,,,,
100,NUMIRI,NUMIRI,NUMIRI,NUMIRI,Warlike,Xenophobia,Ruthless,Materialistic,numiri,NUMIRI,TRUE,FALSE,,,,,,,,
101,NUUBARI,NUUBARI,NUUBARI,NUUBARI,Neutral,Indifferent,Regulated,Transactional,nuubari,NUUBARI,TRUE,FALSE,,,,,,,,
102,NYRIANS,NYRIANS,NYRIANS,NYRIA,Aggressive,Indifferent,Ruthless,Materialistic,nyrians,NYRIANS,TRUE,FALSE,,,,,,,,
103,OCAMPA,OCAMPA,OCAMPA,OCAMPA,Neutral,Compassion,Ethical,Egalitarian,ocampa,OCAMPA,FALSE,FALSE,,,,,,,,
104,ORIONS,ORIONS,ORIONS,ORION,Aggressive,Indifferent,Ruthless,Greedy,orions,ORIONS,TRUE,FALSE,,,,,,,,
105,ORNARANS,ORNARANS,ORNARANS,ORNARA,Pacifist,Sympathetic,Ruthless,Greedy,ornarans,ORNARANS,TRUE,FALSE,,,,,,,,
106,PAKLED,PAKLED,PAKLED,PAKLED,Aggressive,Indifferent,Ruthless,Greedy,pakled,PAKLED,TRUE,FALSE,,,,,,,,
107,PARADANS,PARADANS,PARADANS,PARADA,Neutral,Sympathetic,Callous,Transactional,paradans,PARADANS,TRUE,FALSE,,,,,,,,
108,QUARREN,QUARREN,QUARREN,QUARREN,Aggressive,Intolerant,Ruthless,Greedy,quarren,QUARREN,TRUE,FALSE,,,,,,,,
109,RAKHARI,RAKHARI,RAKHARI,RAKHARI,Neutral,Intolerant,Callous,Materialistic,rakhari,RAKHARI,TRUE,FALSE,,,,,,,,
110,RAKOSANS,RAKOSANS,RAKOSANS,RAKOSA,Peaceful,Sympathetic,Ethical,Egalitarian,rakosans,RAKOSANS,TRUE,FALSE,,,,,,,,
111,RAMATIANS,RAMATIANS,RAMATIANS,RAMATIA,Peaceful,Compassion,Honorable,Egalitarian,ramatians,RAMATIANS,FALSE,FALSE,,,,,,,,
112,RIGELIANS,RIGELIANS,RIGELIANS,RIGELIA,Peaceful,Sympathetic,Regulated,Materialistic,rigelians,RIGELIANS,TRUE,FALSE,,,,,,,,
113,RISIANS,RISIANS,RISIANS,RISA,Peaceful,Compassion,Ethical,Materialistic,risians,RISIANS,FALSE,FALSE,,,,,,,,
114,RUTIANS,RUTIANS,RUTIANS,RUTIA,Aggressive,Intolerant,Regulated,Materialistic,rutians,RUTIANS,TRUE,FALSE,,,,,,,,
115,SELAY,SELAY,SELAY,SELAY,Warlike,Intolerant,Callous,Materialistic,selay,SELAY,TRUE,FALSE,,,,,,,,
116,SHELIAK,SHELIAK,SHELIAK,SHELIA,Neutral,Xenophobia,Ruthless,Materialistic,sheliak,SHELIAK,TRUE,FALSE,,,,,,,,
117,SIKARIANS,SIKARIANS,SIKARIANS,SIKARIA,Peaceful,Sympathetic,Callous,Egalitarian,sikarians,SIKARIANS,TRUE,FALSE,,,,,,,,
118,SKRREEA,SKRREEA,SKRREEA,SKRREEA,Neutral,Sympathetic,Ethical,Transactional,skrreea,SKRREEA,FALSE,FALSE,,,,,,,,
119,SONA,SONA,SONA,SONA,Warlike,Intolerant,Ruthless,Greedy,sona,SONA,TRUE,FALSE,,,,,,,,
120,SULIBAN,SULIBAN,SULIBAN,SULIBAN,Aggressive,Intolerant,Ruthless,Greedy,suliban,SULIBAN,TRUE,FALSE,,,,,,,,
121,TAKARANS,TAKARANS,TAKARANS,TAKARA,Neutral,Sympathetic,Ethical,Egalitarian,takarans,TAKARANS,FALSE,FALSE,,,,,,,,
122,TAKARIANS,TAKARIANS,TAKARIANS,TAKARIA,Neutral,Sympathetic,Ethical,Transactional,takarians,TAKARIANS,FALSE,FALSE,,,,,,,,
123,TAKTAK,TAKTAK,TAKTAK,TAKTAK,Aggressive,Xenophobia,Ruthless,Transactional,taktak,TAKTAK,TRUE,FALSE,,,,,,,,
124,TALARIANS,TALARIANS,TALARIANS,TALARIA,Warlike,Indifferent,Honorable,Transactional,talarians,TALARIANS,TRUE,FALSE,,,,,,,,
125,TALAXIANS,TALAXIANS,TALAXIANS,TALAX,Peaceful,Sympathetic,Ethical,Egalitarian,talaxians,TALAXIANS,TRUE,FALSE,,,,,,,,
126,TALOSIANS,TALOSIANS,TALOSIANS,TALOSIA,Aggressive,Indifferent,Ruthless,Materialistic,talosians,TALOSIANS,FALSE,FALSE,,,,,,,,
127,TAMARIANS,TAMARIANS,TAMARIANS,TAMARIA,Neutral,Sympathetic,Ethical,Transactional,tamarians,TAMARIANS,TRUE,FALSE,,,,,,,,
128,TANUGANS,TANUGANS,TANUGANS,TANUGA,Neutral,Intolerant,Callous,Materialistic,tanugans,TANUGANS,TRUE,FALSE,,,,,,,,
129,TELLARITES,TELLARITES,TELLARITES,TELLAR,Aggressive,Intolerant,Ethical,Transactional,tellarites,TELLARITES,TRUE,FALSE,,,,,,,,
130,TEPLANS,TEPLANS,TEPLANS,TEPLA,Peaceful,Sympathetic,Ethical,Egalitarian,teplans,TEPLANS,TRUE,FALSE,,,,,,,,
131,THOLIANS,THOLIANS,THOLIANS,THOLIA,Warlike,Xenophobia,Ruthless,Greedy,tholians,THOLIANS,TRUE,FALSE,,,,,,,,
132,TILONIANS,TILONIANS,TILONIANS,TILONIA,Aggressive,Intolerant,Ruthless,Materialistic,tilonians,TILONIANS,TRUE,FALSE,,,,,,,,
133,TLANI,TLANI,TLANI,TLANI,Warlike,Intolerant,Ruthless,Materialistic,tlani,TLANI,TRUE,FALSE,,,,,,,,
134,TRABE,TRABE,TRABE,TRABE,Warlike,Intolerant,Callous,Materialistic,trabe,TRABE,TRUE,FALSE,,,,,,,,
135,TRILL,TRILL,TRILL,TRILL,Peaceful,Compassion,Honorable,Idealistic,trill,TRILL,FALSE,FALSE,,,,,,,,
136,TROGORANS,TROGORANS,TROGORANS,TROGORA,Neutral,Indifferent,Regulated,Transactional,trogorans,TROGORANS,TRUE,FALSE,,,,,,,,
137,TZENKETHI,TZENKETHI,TZENKETHI,TZENKETHI,Warlike,Xenophobia,Ruthless,Transactional,tzenkethi,TZENKETHI,TRUE,FALSE,,,,,,,,
138,ULLIANS,ULLIANS,ULLIANS,ULLIA,Aggressive,Intolerant,Ruthless,Materialistic,ullians,ULLIANS,FALSE,FALSE,,,,,,,,
139,VAADWAUR,VAADWAUR,VAADWAUR,VAADWAUR,Aggressive,Indifferent,Callous,Materialistic,vaadwaur,VAADWAUR,TRUE,FALSE,,,,,,,,
140,VENTAXIANS,VENTAXIANS,VENTAXIANS,VENTAXIA,Aggressive,Xenophobia,Callous,Transactional,ventaxians,VENTAXIANS,FALSE,FALSE,,,,,,,,
141,VHNORI,VHNORI,VHNORI,VHNORI,Neutral,Sympathetic,Ethical,Transactional,vhnori,VHNORI,FALSE,FALSE,,,,,,,,
142,VIDIIANS,VIDIIANS,VIDIIANS,VIDIIA,Aggressive,Intolerant,Ruthless,Greedy,vidiians,VIDIIANS,TRUE,FALSE,,,,,,,,
143,VISSIANS,VISSIANS,VISSIANS,VISSIA,Peaceful,Compassion,Ethical,Egalitarian,vissians,VISSIANS,TRUE,FALSE,,,,,,,,
144,VORGONS,VORGONS,VORGONS,VORGON,Aggressive,Intolerant,Regulated,Materialistic,vorgons,VORGONS,FALSE,FALSE,,,,,,,,
145,VORI,VORI,VORI,VORI,Aggressive,Xenophobia,Callous,Transactional,vori,VORI,FALSE,FALSE,,,,,,,,
146,VULCANS,VULCANS,VULCANS,VULCAN,Peaceful,Sympathetic,Ethical,Egalitarian,vulcans,VULCANS,TRUE,FALSE,,,,,,,,
147,WADI,WADI,WADI,WADI,Neutral,Indifferent,Callous,Transactional,wadi,WADI,TRUE,FALSE,,,,,,,,
148,XANTHANS,XANTHANS,XANTHANS,XANTHAN,Neutral,Indifferent,Regulated,Transactional,xanthans,XANTHANS,TRUE,FALSE,,,,,,,,
149,XEPOLITES,XEPOLITES,XEPOLITES,XEPOLITES,Neutral,Sympathetic,Callous,Greedy,xepolites,XEPOLITES,FALSE,FALSE,,,,,,,,
150,XINDI,XINDI,XINDI,XINDI,Warlike,Sympathetic,Callous,Transactional,xindi,XINDI,TRUE,FALSE,,,,,,,,
151,XYRILLIANS,XYRILLIANS,XYRILLIANS,XYRILLIA,Peaceful,Sympathetic,Ethical,Egalitarian,xyrillians,XYRILLIANS,TRUE,FALSE,,,,,,,,
152,YADERANS,YADERANS,YADERANS,YADERA,Neutral,Intolerant,Regulated,Transactional,yaderans,YADERANS,FALSE,FALSE,,,,,,,,
153,YRIDIANS,YRIDIANS,YRIDIANS,YRIDIA,Neutral,Intolerant,Ruthless,Greedy,yridians,YRIDIANS,TRUE,FALSE,,,,,,,,
154,ZAHL,ZAHL,ZAHL,ZAHL,Peaceful,Compassion,Regulated,Transactional,zahl,ZAHL,TRUE,FALSE,,,,,,,,
155,ZAKDORN,ZAKDORN,ZAKDORN,ZAKDORN,Aggressive,Indifferent,Regulated,Transactional,zakdorn,ZAKDORN,TRUE,FALSE,,,,,,,,
156,ZALKONIANS,ZALKONIANS,ZALKONIANS,ZALKONIA,Aggressive,Xenophobia,Callous,Materialistic,zalkonians,ZALKONIANS,TRUE,FALSE,,,,,,,,
157,ZIBALIANS,ZIBALIANS,ZIBALIANS,ZIBAL,Peaceful,Intolerant,Ruthless,Greedy,zibalians,ZIBALIANS,TRUE,FALSE,,,,,,,,
158,ZZUNINHABITED1,ZZUNINHABITED1,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
159,ZZUNINHABITED2,ZZUNINHABITED2,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
160,ZZUNINHABITED3,ZZUNINHABITED3,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
161,ZZUNINHABITED4,ZZUNINHABITED4,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
162,ZZUNINHABITED5,ZZUNINHABITED5,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
163,ZZUNINHABITED6,ZZUNINHABITED6,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
164,ZZUNINHABITED7,ZZUNINHABITED7,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
165,ZZUNINHABITED8,ZZUNINHABITED8,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
166,ZZUNINHABITED9,ZZUNINHABITED9,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
167,ZZUNINHABITED10,ZZUNINHABITED10,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
168,ZZUNINHABITED11,ZZUNINHABITED11,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
